Posição Atual do Ativo,Código da Operação,Preço de Abertura,Maxima Alta,Minima Baixa,Preço de Fechamento,Última Média Rápida,Última Média Lenta,Última Volatilidade,Média da Volatilidade,Diferença Atual,Último RSI,Média Recente dos Gradientes Rápidos,Média Necessária para Tendência de Alta,Gradiente Rápido Máximo para Sair da Tendência,Gradiente Rápido,Direção do Gradiente Rápido,Gradiente Lento,Direção do Gradiente Lento,Porcentagem de Crescimento do Gradiente Rápido,Porcentagem de Decremento do Gradiente Rápido,MACD,Linha de Sinal,Histograma do MACD,Taxa de Crescimento do Histograma do MACD,Sinal de Compra,Sinal de Venda,Indicador Vortex +VI,Indicador Vortex -VI,Taxa de Crescimento do +VI
Vendido,SOLUSDT,189.26,190.75,189.14,189.26,191.234,192.222,2.895,3.498,-0.988,15.633,-0.696,0.383,-0.381,-0.471,Descendo,-0.233,Descendo,0.0,56.398,-0.75336,-0.14864,-0.60472,0.383,False,False,0.6439,1.25137,-25.885
Vendido,SOLUSDT,188.85,190.75,188.84,188.84,191.174,192.212,2.907,3.499,-1.037,13.386,-0.714,0.383,-0.551,-0.531,Descendo,-0.244,Descendo,0.0,12.727,-0.83044,-0.16265,-0.66779,0.528,False,False,0.6439,1.27869,-25.885
Vendido,SOLUSDT,190.62,191.02,190.51,190.62,190.594,190.833,1.193,3.522,-0.239,51.454,-0.175,0.381,-0.611,0.274,Subindo,-0.089,Subindo,151.613,0.0,-0.09779,-0.28548,0.18769,-0.027,False,False,1.11713,0.77901,-6.403
Vendido,SOLUSDT,190.49,191.02,190.46,190.48,190.574,190.83,1.194,3.522,-0.255,48.412,-0.182,0.381,0.194,0.254,Descendo,-0.092,Descendo,0.0,7.292,-0.12696,-0.29078,0.16382,-0.151,False,False,1.11713,0.78453,-6.403
Vendido,SOLUSDT,190.56,191.02,190.45,190.6,190.591,190.832,1.193,3.522,-0.241,50.997,-0.18,0.381,0.174,0.271,Subindo,-0.089,Subindo,6.742,0.0,-0.11862,-0.28927,0.17064,-0.115,False,False,1.11713,0.78564,-6.403
Vendido,SOLUSDT,190.51,191.02,190.24,190.46,190.571,190.829,1.194,3.522,-0.258,48.006,-0.184,0.381,0.191,0.251,Descendo,-0.093,Descendo,0.0,7.368,-0.14779,-0.29457,0.14678,-0.239,False,False,1.11713,0.80884,-6.403
Vendido,SOLUSDT,191.13,191.27,190.24,191.14,190.669,190.846,1.194,3.522,-0.177,65.013,-0.156,0.381,0.171,0.349,Subindo,-0.076,Subindo,38.636,0.0,-0.00404,-0.26843,0.26439,0.371,False,False,1.14475,0.80884,-4.088
Vendido,SOLUSDT,190.63,191.27,190.24,190.57,190.587,190.832,1.193,3.522,-0.245,50.325,-0.177,0.381,0.269,0.267,Descendo,-0.09,Descendo,0.0,23.361,-0.09779,-0.28548,0.18769,-0.027,False,False,1.14475,0.80884,-4.088
Vendido,SOLUSDT,194.76,194.91,193.57,194.76,191.89,190.963,1.382,3.34,0.927,94.049,-0.024,0.383,0.187,0.623,Subindo,0.11,Subindo,133.155,0.0,1.22418,0.24996,0.97422,0.306,False,False,1.41429,0.60762,12.474
Vendido,SOLUSDT,194.9,195.13,194.14,194.88,192.589,191.098,1.483,3.283,1.491,94.469,0.156,0.384,0.543,0.714,Subindo,0.138,Subindo,14.679,0.0,1.46722,0.47159,0.99563,0.02,False,False,1.36809,0.60743,-5.182
Vendido,SOLUSDT,194.47,195.13,194.14,194.47,192.53,191.088,1.457,3.282,1.442,86.038,0.134,0.384,0.634,0.656,Descendo,0.128,Descendo,0.0,8.2,1.39639,0.45871,0.93768,-0.039,False,False,1.36809,0.60743,-5.182
Vendido,SOLUSDT,194.67,194.93,193.95,194.67,192.987,191.185,1.535,3.222,1.802,79.05,0.186,0.385,0.576,0.521,Descendo,0.108,Descendo,0.0,20.479,1.41488,0.61892,0.79595,-0.077,False,False,1.33273,0.66273,-2.585
Vendido,SOLUSDT,193.28,193.31,193.31,193.31,193.864,191.567,1.721,2.9,2.298,44.174,-0.451,0.388,0.441,-0.191,Descendo,0.093,Descendo,0.0,136.712,0.53734,0.77817,-0.24083,0.333,False,False,0.75872,1.08926,-2.82
Vendido,SOLUSDT,193.3,193.5,193.08,193.3,193.863,191.566,1.721,2.9,2.296,43.924,-0.451,0.388,-0.271,-0.193,Descendo,0.092,Descendo,0.0,0.746,0.55193,0.78082,-0.2289,0.267,False,False,0.77127,1.11297,-1.212
Vendido,SOLUSDT,193.71,193.7,193.08,193.7,193.92,191.576,1.733,2.901,2.343,54.291,-0.433,0.388,-0.273,-0.136,Subindo,0.102,Subindo,29.63,0.0,0.61026,0.79143,-0.18117,0.003,False,False,0.80614,1.11297,3.254
Vendido,SOLUSDT,193.59,193.75,193.08,193.58,193.903,191.574,1.729,2.9,2.329,51.592,-0.441,0.388,-0.216,-0.153,Descendo,0.099,Descendo,0.0,12.632,0.58318,0.7865,-0.20333,0.126,False,False,0.80614,1.11297,3.254
Vendido,SOLUSDT,193.74,194.02,193.08,193.75,193.927,191.578,1.734,2.901,2.349,55.329,-0.433,0.388,-0.233,-0.129,Subindo,0.103,Subindo,15.888,0.0,0.61443,0.79219,-0.17776,-0.016,False,False,0.84379,1.11297,8.077
Vendido,SOLUSDT,193.91,194.11,193.08,193.91,193.95,191.582,1.74,2.901,2.368,58.355,-0.426,0.388,-0.209,-0.106,Subindo,0.108,Subindo,17.778,0.0,0.64984,0.79862,-0.14878,-0.176,False,False,0.85635,1.11297,9.685
Vendido,SOLUSDT,194.08,194.11,193.08,194.09,193.976,191.586,1.746,2.901,2.389,61.304,-0.416,0.388,-0.186,-0.08,Subindo,0.112,Subindo,24.324,0.0,0.69359,0.80658,-0.11299,-0.374,False,False,0.85774,1.11297,9.863
Vendido,SOLUSDT,194.43,194.42,193.08,194.42,194.023,191.594,1.759,2.901,2.428,65.751,-0.4,0.388,-0.16,-0.033,Subindo,0.12,Subindo,58.929,0.0,0.79151,0.82438,-0.03287,-0.818,False,False,0.9219,1.11297,18.081
Vendido,SOLUSDT,194.64,194.79,193.08,194.64,194.054,191.6,1.768,2.901,2.454,68.188,-0.392,0.388,-0.113,-0.001,Subindo,0.126,Subindo,95.652,0.0,0.79151,0.82438,-0.03287,-0.818,False,False,0.95119,1.11297,21.832
Vendido,SOLUSDT,194.48,194.79,193.08,194.48,194.031,191.596,1.761,2.901,2.435,66.452,-0.401,0.388,-0.081,-0.024,Descendo,0.122,Descendo,0.0,1600.0,0.75609,0.81794,-0.06185,-0.658,False,False,0.95119,1.11297,21.832
Vendido,SOLUSDT,194.41,194.79,193.08,194.4,194.02,191.594,1.758,2.901,2.426,65.511,-0.401,0.388,-0.104,-0.036,Descendo,0.12,Descendo,0.0,47.059,0.75401,0.81756,-0.06355,-0.648,False,False,0.95119,1.11297,21.832
Vendido,SOLUSDT,194.52,194.79,193.08,194.52,194.037,191.597,1.763,2.901,2.44,66.903,-0.398,0.388,-0.116,-0.019,Subindo,0.123,Subindo,48.0,0.0,0.77068,0.82059,-0.04992,-0.724,False,False,0.95119,1.11297,21.832
Vendido,SOLUSDT,194.64,194.79,193.08,194.7,194.063,191.602,1.771,2.902,2.461,68.793,-0.39,0.388,-0.099,0.007,Subindo,0.127,Subindo,138.462,0.0,0.80401,0.82666,-0.02265,-0.875,False,False,0.95119,1.11297,21.832
Vendido,SOLUSDT,194.48,194.63,194.47,194.47,194.107,191.72,1.791,2.831,2.387,64.454,-0.39,0.388,-0.073,0.064,Subindo,0.122,Descendo,800.0,0.0,0.78819,0.81718,-0.02899,-0.201,False,False,0.95686,0.94771,0.597
Vendido,SOLUSDT,194.81,194.8,194.34,194.8,194.154,191.728,1.805,2.832,2.426,70.829,-0.369,0.388,-0.016,0.111,Subindo,0.13,Subindo,73.333,0.0,0.89027,0.83574,0.05453,-2.503,True,False,0.98693,0.94771,3.758
Vendido,SOLUSDT,194.65,194.86,194.34,194.66,194.134,191.724,1.799,2.831,2.41,68.892,-0.379,0.388,0.031,0.091,Descendo,0.126,Descendo,0.0,17.949,0.84652,0.82779,0.01873,-1.516,True,False,0.98693,0.94771,3.758
Vendido,SOLUSDT,194.67,194.86,194.34,194.65,194.133,191.724,1.798,2.831,2.409,68.744,-0.382,0.388,0.011,0.09,Descendo,0.126,Descendo,0.0,1.562,0.84027,0.82665,0.01362,-1.375,True,False,0.98693,0.94771,3.758
Vendido,SOLUSDT,194.64,194.86,194.34,194.63,194.13,191.724,1.798,2.831,2.406,68.443,-0.377,0.388,0.01,0.087,Descendo,0.126,Descendo,0.0,3.175,0.86111,0.83044,0.03067,-1.845,True,False,0.98693,0.94771,3.758
Vendido,SOLUSDT,194.94,194.93,194.34,194.9,194.169,191.73,1.809,2.832,2.438,72.072,-0.363,0.388,0.007,0.126,Subindo,0.132,Subindo,44.262,0.0,0.92361,0.8418,0.0818,-3.255,True,False,1.00392,0.94771,5.544
Vendido,SOLUSDT,195.11,195.09,194.34,195.09,194.196,191.735,1.818,2.832,2.46,74.163,-0.353,0.388,0.046,0.153,Subindo,0.137,Subindo,21.591,0.0,0.96736,0.84976,0.1176,-4.241,True,False,1.03137,0.94771,8.43
Vendido,SOLUSDT,194.98,195.22,194.34,194.97,194.179,191.732,1.812,2.832,2.446,72.88,-0.362,0.388,0.073,0.136,Descendo,0.134,Descendo,0.0,11.215,0.92152,0.84142,0.0801,-3.208,True,False,1.03399,0.94771,8.705
Vendido,SOLUSDT,195.1,195.22,194.34,195.09,194.196,191.735,1.818,2.832,2.46,74.163,-0.355,0.388,0.056,0.153,Subindo,0.137,Subindo,12.632,0.0,0.94652,0.84597,0.10055,-3.771,True,False,1.03399,0.94771,8.705
Vendido,SOLUSDT,195.19,195.24,194.34,195.19,194.21,191.738,1.823,2.832,2.472,75.142,-0.353,0.388,0.073,0.167,Subindo,0.14,Subindo,9.346,0.0,0.96319,0.849,0.11419,-4.147,True,False,1.0366,0.94771,8.98
Vendido,SOLUSDT,195.16,195.24,194.34,195.16,194.206,191.737,1.821,2.832,2.469,74.856,-0.356,0.388,0.087,0.163,Descendo,0.139,Descendo,0.0,2.564,0.95694,0.84786,0.10907,-4.006,True,False,1.0366,0.94771,8.98
Vendido,SOLUSDT,194.89,195.24,194.34,194.9,194.169,191.73,1.809,2.832,2.438,72.072,-0.367,0.388,0.083,0.126,Descendo,0.132,Descendo,0.0,22.807,0.90277,0.83802,0.06476,-2.785,True,False,1.0366,0.94771,8.98
Vendido,SOLUSDT,194.8,195.24,194.34,194.8,194.154,191.728,1.805,2.832,2.426,70.829,-0.371,0.388,0.046,0.111,Descendo,0.13,Descendo,0.0,11.364,0.87986,0.83385,0.04601,-2.268,True,False,1.0366,0.94771,8.98
Vendido,SOLUSDT,194.98,194.99,194.85,194.98,194.176,191.869,1.838,2.76,2.307,73.643,-0.348,0.388,0.031,0.013,Descendo,0.139,Subindo,0.0,88.462,0.94994,0.85744,0.0925,0.551,False,False,0.88212,0.95894,-14.903
Vendido,SOLUSDT,195.07,195.25,194.85,195.06,194.187,191.871,1.842,2.76,2.316,74.856,-0.347,0.388,-0.067,0.024,Subindo,0.142,Subindo,88.889,0.0,0.95827,0.85895,0.09932,0.665,False,False,0.91656,0.95894,-11.581
Vendido,SOLUSDT,195.09,195.28,194.85,195.11,194.194,191.872,1.844,2.76,2.322,75.559,-0.343,0.388,-0.056,0.031,Subindo,0.143,Subindo,29.412,0.0,0.97077,0.86122,0.10955,0.837,False,False,0.92053,0.95894,-11.197
Vendido,SOLUSDT,195.11,195.28,194.85,195.09,194.191,191.872,1.843,2.76,2.32,75.283,-0.343,0.388,-0.049,0.029,Descendo,0.142,Descendo,0.0,9.091,0.96869,0.86084,0.10784,0.808,False,False,0.92053,0.95894,-11.197
Vendido,SOLUSDT,195.12,195.28,194.85,195.12,194.196,191.872,1.844,2.76,2.323,75.695,-0.342,0.388,-0.051,0.033,Subindo,0.143,Subindo,15.0,0.0,0.97494,0.86198,0.11296,0.894,False,False,0.92053,0.95894,-11.197
Vendido,SOLUSDT,195.07,195.28,194.85,195.05,194.186,191.871,1.841,2.76,2.315,74.711,-0.339,0.388,-0.047,0.023,Descendo,0.141,Descendo,0.0,30.435,0.98952,0.86463,0.12489,1.094,False,False,0.92053,0.95894,-11.197
Vendido,SOLUSDT,195.35,195.35,194.85,195.35,194.229,191.878,1.855,2.76,2.35,78.45,-0.333,0.388,-0.057,0.066,Subindo,0.149,Subindo,187.5,0.0,1.0166,0.86956,0.14705,1.465,False,False,0.9298,0.95894,-10.303
Vendido,SOLUSDT,195.16,195.35,194.85,195.16,194.201,191.873,1.846,2.76,2.328,76.224,-0.34,0.388,-0.014,0.039,Descendo,0.144,Descendo,0.0,41.304,0.98327,0.8635,0.11978,1.008,False,False,0.9298,0.95894,-10.303
Vendido,SOLUSDT,195.31,195.35,194.85,195.3,194.221,191.877,1.853,2.76,2.344,77.906,-0.334,0.388,-0.041,0.059,Subindo,0.148,Subindo,51.852,0.0,1.02494,0.87107,0.15387,1.58,False,False,0.93113,0.95894,-10.175
Vendido,SOLUSDT,194.86,195.36,194.84,194.87,194.16,191.866,1.833,2.76,2.294,71.771,-0.355,0.388,-0.021,-0.003,Descendo,0.137,Descendo,0.0,104.878,0.91452,0.851,0.06353,0.065,False,False,0.93113,0.96556,-10.175
Vendido,SOLUSDT,194.7,195.36,194.6,194.71,194.137,191.862,1.827,2.76,2.275,65.229,-0.361,0.388,-0.083,-0.026,Descendo,0.133,Descendo,0.0,800.0,0.89577,0.84759,0.04818,-0.192,False,False,0.93113,0.99205,-10.175
Vendido,SOLUSDT,194.86,195.36,194.6,194.86,194.159,191.866,1.833,2.76,2.293,71.588,-0.355,0.388,-0.106,-0.004,Subindo,0.136,Subindo,83.333,0.0,0.91452,0.851,0.06353,0.065,False,False,0.93113,0.99205,-10.175
Vendido,SOLUSDT,194.7,195.36,194.6,194.7,194.136,191.862,1.826,2.76,2.274,64.845,-0.362,0.388,-0.084,-0.027,Descendo,0.132,Descendo,0.0,533.333,0.8916,0.84683,0.04478,-0.249,False,False,0.93113,0.99205,-10.175
Vendido,SOLUSDT,194.81,194.84,194.76,194.81,194.143,191.985,1.859,2.687,2.158,68.654,-0.354,0.388,-0.107,-0.001,Subindo,0.122,Descendo,94.737,0.0,0.89056,0.85633,0.03423,-0.358,False,False,0.97282,0.89127,4.478
Vendido,SOLUSDT,194.38,194.89,194.38,194.39,194.083,191.975,1.844,2.687,2.108,50.212,-0.375,0.388,-0.081,-0.061,Descendo,0.111,Descendo,0.0,4200.0,0.79056,0.83815,-0.04759,-1.893,False,True,0.97568,0.94564,4.785
Vendido,SOLUSDT,194.26,194.89,194.15,194.25,194.063,191.971,1.84,2.687,2.092,45.825,-0.385,0.388,-0.141,-0.081,Descendo,0.108,Descendo,0.0,32.558,0.74681,0.83019,-0.08338,-2.564,False,True,0.97568,0.97854,4.785
Vendido,SOLUSDT,194.19,194.89,194.15,194.18,194.053,191.969,1.837,2.687,2.083,43.907,-0.386,0.388,-0.161,-0.091,Descendo,0.106,Descendo,0.0,12.281,0.74264,0.82944,-0.08679,-2.628,False,True,0.97568,0.97854,4.785
Vendido,SOLUSDT,194.11,194.89,194.11,194.11,194.043,191.968,1.835,2.687,2.075,42.143,-0.386,0.388,-0.171,-0.101,Descendo,0.104,Descendo,0.0,10.938,0.74473,0.82981,-0.08509,-2.596,False,True,0.97568,0.98426,4.785
Vendido,SOLUSDT,194.55,194.89,194.11,194.5,194.099,191.978,1.848,2.687,2.121,54.296,-0.367,0.388,-0.181,-0.046,Subindo,0.114,Subindo,54.93,0.0,0.83223,0.84572,-0.0135,-1.253,False,True,0.97568,0.98426,4.785
Vendido,SOLUSDT,194.22,194.89,194.11,194.23,194.06,191.971,1.839,2.687,2.089,45.26,-0.385,0.388,-0.126,-0.084,Descendo,0.107,Descendo,0.0,84.375,0.74889,0.83057,-0.08168,-2.532,False,True,0.97568,0.98426,4.785
Vendido,SOLUSDT,194.12,194.89,194.02,194.11,194.043,191.968,1.835,2.687,2.075,42.143,-0.388,0.388,-0.164,-0.101,Descendo,0.104,Descendo,0.0,20.339,0.73431,0.82792,-0.09361,-2.756,False,True,0.97568,0.99714,4.785
Vendido,SOLUSDT,194.28,194.89,194.02,194.28,194.067,191.972,1.841,2.687,2.095,46.7,-0.38,0.388,-0.181,-0.077,Subindo,0.108,Subindo,23.944,0.0,0.76973,0.83436,-0.06463,-2.213,False,True,0.97568,0.99714,4.785
Vendido,SOLUSDT,194.35,194.89,194.02,194.34,194.076,191.974,1.843,2.687,2.102,48.552,-0.377,0.388,-0.157,-0.069,Subindo,0.11,Subindo,11.111,0.0,0.78014,0.83625,-0.05611,-2.053,False,True,0.97568,0.99714,4.785
Vendido,SOLUSDT,194.42,194.89,194.02,194.44,194.09,191.976,1.846,2.687,2.114,51.99,-0.375,0.388,-0.149,-0.054,Subindo,0.112,Subindo,20.833,0.0,0.79681,0.83928,-0.04247,-1.797,False,True,0.97568,0.99714,4.785
Vendido,SOLUSDT,194.33,194.89,194.02,194.32,194.073,191.973,1.842,2.687,2.1,47.918,-0.378,0.388,-0.134,-0.071,Descendo,0.109,Descendo,0.0,31.579,0.77389,0.83512,-0.06122,-2.149,False,True,0.97568,0.99714,4.785
Vendido,SOLUSDT,194.2,194.89,194.02,194.2,194.056,191.97,1.838,2.687,2.086,44.439,-0.384,0.388,-0.151,-0.089,Descendo,0.106,Descendo,0.0,24.0,0.74889,0.83057,-0.08168,-2.532,False,True,0.97568,0.99714,4.785
Vendido,SOLUSDT,194.24,194.24,194.1,194.24,194.064,192.056,1.86,2.615,2.008,47.137,-0.42,0.388,-0.169,0.014,Subindo,0.088,Descendo,116.129,0.0,0.64373,0.79567,-0.15194,0.751,False,False,1.01906,0.761,4.446
Vendido,SOLUSDT,194.26,194.28,194.03,194.26,194.067,192.057,1.861,2.615,2.01,47.997,-0.42,0.388,-0.066,0.017,Subindo,0.088,Subindo,20.0,0.0,0.63748,0.79454,-0.15705,0.81,False,False,1.01906,0.77126,4.446
Vendido,SOLUSDT,194.33,194.39,194.03,194.33,194.077,192.059,1.863,2.615,2.018,50.801,-0.416,0.388,-0.063,0.027,Subindo,0.09,Subindo,58.333,0.0,0.6604,0.7987,-0.1383,0.594,False,False,1.03519,0.77126,6.099
Vendido,SOLUSDT,194.62,194.69,194.03,194.63,194.12,192.066,1.873,2.615,2.054,60.036,-0.402,0.388,-0.053,0.07,Subindo,0.097,Subindo,157.895,0.0,0.71665,0.80893,-0.09228,0.063,False,False,1.07918,0.77126,10.608
Vendido,SOLUSDT,194.58,194.69,194.03,194.58,194.113,192.065,1.871,2.615,2.048,58.745,-0.405,0.388,-0.01,0.063,Descendo,0.096,Descendo,0.0,10.204,0.70623,0.80704,-0.1008,0.161,False,False,1.07918,0.77126,10.608
Vendido,SOLUSDT,194.18,194.69,194.03,194.21,194.06,192.056,1.859,2.615,2.004,45.791,-0.424,0.388,-0.017,0.01,Descendo,0.087,Descendo,0.0,84.091,0.6229,0.79188,-0.16899,0.947,False,False,1.07918,0.77126,10.608
Vendido,SOLUSDT,194.09,194.69,194.03,194.12,194.047,192.054,1.856,2.615,1.994,41.903,-0.429,0.388,-0.07,-0.003,Descendo,0.084,Descendo,0.0,128.571,0.59581,0.78696,-0.19114,1.202,False,False,1.07918,0.77126,10.608
Vendido,SOLUSDT,193.83,194.69,193.81,193.83,194.006,192.046,1.849,2.615,1.959,33.57,-0.441,0.388,-0.083,-0.044,Descendo,0.077,Descendo,0.0,1450.0,0.54373,0.77749,-0.23376,1.693,False,False,1.07918,0.80499,10.608
Vendido,SOLUSDT,193.7,194.69,193.53,193.7,193.987,192.043,1.846,2.615,1.944,30.822,-0.447,0.388,-0.124,-0.063,Descendo,0.074,Descendo,0.0,41.935,0.52706,0.77446,-0.24739,1.85,False,False,1.07918,0.84457,10.608
Vendido,SOLUSDT,193.78,194.69,193.53,193.78,193.999,192.045,1.848,2.615,1.954,32.457,-0.443,0.388,-0.143,-0.051,Subindo,0.076,Subindo,18.182,0.0,0.53956,0.77673,-0.23717,1.733,False,False,1.07918,0.84457,10.608
Vendido,SOLUSDT,193.51,194.69,193.53,193.58,193.97,192.04,1.843,2.615,1.93,28.657,-0.454,0.388,-0.131,-0.08,Descendo,0.071,Descendo,0.0,55.556,0.48331,0.7665,-0.28319,2.263,False,False,1.07918,0.84751,10.608
Vendido,SOLUSDT,193.5,194.69,193.5,193.5,193.959,192.038,1.841,2.615,1.921,27.375,-0.456,0.388,-0.16,-0.091,Descendo,0.069,Descendo,0.0,14.286,0.47498,0.76499,-0.29001,2.341,False,False,1.07918,0.85337,10.608
Vendido,SOLUSDT,193.54,194.69,193.37,193.53,193.963,192.039,1.842,2.615,1.924,27.842,-0.456,0.388,-0.171,-0.087,Subindo,0.07,Subindo,4.687,0.0,0.49581,0.76878,-0.27296,2.145,False,False,1.07918,0.86804,10.608
Vendido,SOLUSDT,193.62,193.82,193.58,193.63,194.129,192.125,1.838,2.542,2.004,29.974,-0.395,0.388,-0.167,0.153,Subindo,0.084,Subindo,275.41,0.0,0.33681,0.69179,-0.35497,0.342,False,False,1.05093,0.84414,-2.618
Vendido,SOLUSDT,193.86,193.96,193.55,193.86,194.161,192.131,1.843,2.543,2.031,41.885,-0.384,0.388,0.073,0.186,Subindo,0.09,Subindo,21.495,0.0,0.3889,0.70126,-0.31236,0.181,False,False,1.07253,0.84722,-0.616
Vendido,SOLUSDT,193.82,193.96,193.55,193.82,194.156,192.13,1.842,2.543,2.026,40.113,-0.385,0.388,0.106,0.18,Descendo,0.089,Descendo,0.0,3.077,0.37848,0.69936,-0.32088,0.213,False,False,1.07253,0.84722,-0.616
Vendido,SOLUSDT,193.72,193.96,193.55,193.71,194.14,192.127,1.839,2.543,2.013,34.634,-0.388,0.388,0.1,0.164,Descendo,0.086,Descendo,0.0,8.73,0.38056,0.69974,-0.31918,0.207,False,False,1.07253,0.84722,-0.616
Vendido,SOLUSDT,193.64,193.96,193.55,193.63,194.129,192.125,1.838,2.542,2.004,29.974,-0.392,0.388,0.084,0.153,Descendo,0.084,Descendo,0.0,6.957,0.35765,0.69558,-0.33793,0.278,False,False,1.07253,0.84722,-0.616
Vendido,SOLUSDT,193.37,193.96,193.37,193.37,194.091,192.118,1.833,2.542,1.973,23.959,-0.401,0.388,0.073,0.116,Descendo,0.077,Descendo,0.0,24.299,0.32015,0.68876,-0.36861,0.394,False,False,1.07253,0.87654,-0.616
Vendido,SOLUSDT,193.19,193.96,193.16,193.2,194.067,192.114,1.83,2.542,1.953,21.3,-0.416,0.388,0.036,0.091,Descendo,0.073,Descendo,0.0,20.988,0.24931,0.67588,-0.42657,0.613,False,False,1.07253,0.90895,-0.616
Vendido,SOLUSDT,193.14,193.96,193.13,193.14,194.059,192.113,1.829,2.542,1.946,20.498,-0.42,0.388,0.011,0.083,Descendo,0.072,Descendo,0.0,9.375,0.20556,0.66792,-0.46236,0.748,False,False,1.07253,0.95216,-0.616
Vendido,SOLUSDT,193.09,193.96,192.87,193.09,194.051,192.112,1.828,2.542,1.94,19.874,-0.418,0.388,0.003,0.076,Descendo,0.071,Descendo,0.0,8.621,0.22848,0.67209,-0.44361,0.678,False,False,1.07253,0.95216,-0.616
Vendido,SOLUSDT,192.97,193.96,192.87,192.98,194.036,192.109,1.827,2.542,1.927,18.626,-0.426,0.388,-0.004,0.06,Descendo,0.068,Descendo,0.0,20.755,0.20556,0.66792,-0.46236,0.748,False,False,1.07253,0.95216,-0.616
Vendido,SOLUSDT,192.73,193.96,192.59,192.74,194.001,192.103,1.824,2.542,1.899,16.382,-0.436,0.388,-0.02,0.026,Descendo,0.062,Descendo,0.0,57.143,0.16181,0.65997,-0.49816,0.884,False,False,1.07253,0.99537,-0.616
Vendido,SOLUSDT,192.75,193.96,192.59,192.75,194.003,192.103,1.824,2.542,1.9,16.465,-0.433,0.388,-0.054,0.027,Subindo,0.062,Subindo,5.556,0.0,0.17223,0.66186,-0.48963,0.852,False,False,1.07253,0.99537,-0.616
Vendido,SOLUSDT,192.74,193.96,192.59,192.74,194.001,192.103,1.824,2.542,1.899,16.382,-0.436,0.388,-0.053,0.026,Descendo,0.062,Descendo,0.0,5.263,0.1639,0.66035,-0.49645,0.877,False,False,1.07253,0.99537,-0.616
Vendido,SOLUSDT,192.68,192.75,192.28,192.68,193.904,192.169,1.793,2.469,1.735,15.864,-0.439,0.388,-0.054,-0.09,Descendo,0.067,Subindo,0.0,450.0,-0.07744,0.52466,-0.60209,0.192,False,False,0.70563,1.11544,-34.209
Vendido,SOLUSDT,192.35,192.75,192.19,192.34,193.856,192.16,1.791,2.469,1.695,12.713,-0.449,0.388,-0.17,-0.139,Descendo,0.059,Descendo,0.0,53.968,-0.09202,0.52201,-0.61402,0.216,False,False,0.70563,1.12843,-34.209
Vendido,SOLUSDT,192.56,192.75,192.19,192.55,193.886,192.166,1.792,2.469,1.72,14.491,-0.439,0.388,-0.219,-0.109,Subindo,0.064,Subindo,21.649,0.0,-0.0566,0.52844,-0.58505,0.159,False,False,0.70563,1.12843,-34.209
Vendido,SOLUSDT,193.08,193.12,192.19,193.08,193.961,192.179,1.797,2.469,1.782,34.69,-0.418,0.388,-0.189,-0.033,Subindo,0.077,Subindo,69.737,0.0,0.0184,0.54208,-0.52368,0.037,False,False,0.75902,1.12843,-29.231
Vendido,SOLUSDT,192.98,193.12,192.19,192.99,193.949,192.177,1.796,2.469,1.772,31.152,-0.42,0.388,-0.113,-0.046,Descendo,0.075,Descendo,0.0,39.13,0.02256,0.54284,-0.52027,0.03,False,False,0.75902,1.12843,-29.231
Vendido,SOLUSDT,192.87,193.12,192.19,192.87,193.931,192.174,1.795,2.469,1.758,25.792,-0.421,0.388,-0.126,-0.063,Descendo,0.072,Descendo,0.0,37.5,0.01423,0.54132,-0.52709,0.044,False,False,0.75902,1.12843,-29.231
Vendido,SOLUSDT,193.03,193.18,192.19,193.05,193.957,192.178,1.797,2.469,1.779,33.551,-0.419,0.388,-0.143,-0.037,Subindo,0.077,Subindo,40.909,0.0,0.01215,0.54094,-0.5288,0.047,False,False,0.76768,1.12843,-28.424
Vendido,SOLUSDT,193.07,193.18,192.19,193.07,193.96,192.179,1.797,2.469,1.781,34.315,-0.421,0.388,-0.117,-0.034,Subindo,0.077,Subindo,7.692,0.0,0.01631,0.5417,-0.52539,0.04,False,False,0.76768,1.12843,-28.424
Vendido,SOLUSDT,193.17,193.19,192.19,193.18,193.976,192.182,1.798,2.469,1.794,38.217,-0.412,0.388,-0.114,-0.019,Subindo,0.08,Subindo,45.833,0.0,0.04548,0.54701,-0.50152,-0.007,False,False,0.76912,1.12843,-28.289
Vendido,SOLUSDT,193.09,193.28,192.19,193.09,193.963,192.179,1.797,2.469,1.784,35.06,-0.416,0.388,-0.099,-0.031,Descendo,0.078,Descendo,0.0,69.231,0.0309,0.54435,-0.51346,0.017,False,False,0.78211,1.12843,-27.078
Vendido,SOLUSDT,193.32,193.36,192.19,193.32,193.996,192.185,1.801,2.47,1.811,42.56,-0.405,0.388,-0.111,0.001,Subindo,0.083,Subindo,104.545,0.0,0.07048,0.55155,-0.48107,-0.047,False,False,0.79365,1.12843,-26.002
Vendido,SOLUSDT,193.21,193.41,192.19,193.21,193.98,192.182,1.799,2.469,1.798,39.202,-0.409,0.388,-0.079,-0.014,Descendo,0.081,Descendo,0.0,1100.0,0.06006,0.54966,-0.48959,-0.03,False,False,0.80087,1.12843,-25.329
Vendido,SOLUSDT,193.34,193.41,192.19,193.34,193.999,192.186,1.801,2.47,1.813,43.132,-0.405,0.388,-0.094,0.004,Subindo,0.084,Subindo,130.0,0.0,0.08715,0.55458,-0.46743,-0.074,False,False,0.80087,1.12843,-25.329
